1,2,3,4,5
0.9674209071362753,0.9108835875908672,0.8309750520460053,0.7699873724446265,0.7280365857820552
0.9412784546602505,0.8577932493771544,0.7919797959114023,0.7455513463704311,0.7038053308760793
0.9083785536329818,0.836694993344937,0.7876454728507559,0.74344220333777,0.7055322343947306
0.9209173748336235,0.8668577864236715,0.8182382853827515,0.7768540322855875,0.7106924678338623
0.9415992628237944,0.8882631992082182,0.8431316337326371,0.7718917443090679,0.7266373161325552
0.9438585713798164,0.8958533838435548,0.8199788403126174,0.7718098358417801,0.7479539947442067
0.949660421146036,0.8687416811712911,0.8178765229855637,0.7924371181870926,0.7864304972526535
0.914924405310399,0.8613426162929593,0.8347769700692809,0.826729463158254,0.8015767379952903
0.9414149687723968,0.906337667656394,0.8822702296849937,0.8492474659567932,0.8106412750418075
0.9604382102999898,0.931497218524965,0.8940991775024744,0.8534521006109006,0.8204702911163442
0.969181939182963,0.9303095457492918,0.8884816217876523,0.854687553325825,0.8222449745742466
0.9609296611037166,0.9194088938944064,0.8856011740213645,0.8531108153305348,0.8310433091020785
0.9587113067813385,0.9248080270297943,0.8924678338623255,0.8690010579843691,0.8486263267465274
0.9658373434353776,0.9329647452305382,0.9082488652264428,0.8857922937783693,0.8646872120405447
0.9677690181222484,0.9407460496228798,0.9150063137776868,0.891293812497867,0.8616770758677178
0.968622231323163,0.9388212006416163,0.9148220197262892,0.8793556533906692,0.8356711375038395
0.9689566908979216,0.9442476365994334,0.9065629159414355,0.8611241937135251,0.8186956076584417
0.9737892904679021,0.9344322719361114,0.8879901709839254,0.8448039316064299,0.8069212654858195
0.9562677041739189,0.9109518446469403,0.8684550015357838,0.8308385379338589,0.7984915190607829
0.9517013071226238,0.9055527115115525,0.8636906590218764,0.8265042148732126,0.7970239923552097
0.9518651240571994,0.9067199071704037,0.8650080202040886,0.8310228319852565,0.8048803795092317
0.952438483328214,0.906747209992833,0.868222927545135,0.8349680898262858,0.8173509436538002
0.9511279478516091,0.9088904815535306,0.871990717040374,0.853288283676325,0.8418279239616395
0.956547558103819,0.9185147264598478,0.899709907511689,0.8879492167502816,0.876229480222518
0.9618920855943484,0.9432169550527286,0.9314699157025358,0.919852564758882,0.8954438415071158
0.9817617146172486,0.9701580150848094,0.9586840039589093,0.9350192826183407,0.8864202586942426
0.9886898058086755,0.9775093000238899,0.9545749291833043,0.906897375516194,0.8881130336848572
0.9873314903928193,0.9652230299307191,0.918173441179482,0.8996211733387939,0.885355448619501
0.9777959796593972,0.9303163714548992,0.9122555544179379,0.8984881062079793,0.8956349612641207
0.9527865943141872,0.9354902563052455,0.9222961673663015,0.9197160506467356,0.9130814647964234
0.9832906726732876,0.9702604006689192,0.9678918808231801,0.9612845977952971,0.9553052796832873
0.9875840415002901,0.9847377222620388,0.9789973038462851,0.9729360772669875,0.9592983174635678
0.9968328725982049,0.9916385106310365,0.9856796696358486,0.9718166615473874,0.9564588239309239
0.9938363878365926,0.9881505750656974,0.9738848503464046,0.9580219105149995,0.941094160608853
0.9935770110235146,0.9791474693696461,0.9623494078700385,0.945551346370431,0.9365004607351285
0.9829016074536705,0.9661718030101362,0.9495443841507116,0.9410873349032456,0.9222074331934064
0.9826558820518071,0.966103545954063,0.957707928057063,0.9387870721135797,0.9242414934643869
0.983727517832156,0.9750110917716119,0.9548001774683458,0.9395174226135626,0.9267123988942357
0.9907784717245145,0.970212620729668,0.9538787072113579,0.9406368383331627,0.9449779870994164
0.979638920173373,0.9637964574587898,0.9512576362581482,0.9551414627487117,0.9522405378656018
0.9845602539162486,0.9723149380567216,0.975229514351046,0.971762055902529,0.9751544315893655
0.9881300979488755,0.9908603801918023,0.9867922596498413,0.9872905361591755,0.9677963209446776
0.9998839630046756,0.9955701170608512,0.9895020647759463,0.9612368178560459,0.965973857547524
0.9906010033787243,0.9819323572574314,0.9516262243609434,0.9589843350056312,0.9501928261834067
0.9905122692058291,0.9604723388280263,0.9682195146923314,0.9589775093000239,
0.9686563598511996,0.9758711306781338,0.9652298556363264,,
0.993501928261834,0.9808880242995119,,,
0.986116514794717,,,,
